FIPS,State,FIPSYearKey,County,FF/100000,Year,Mortality
19029,IA,19029-2009,Cass,65.416485,2009,199.7572243
19029,IA,19029-2011,Cass,65.1371499,2011,199.3470075
19031,IA,19031-2007,Cedar,44.5682451,2007,177.891616
19031,IA,19031-2009,Cedar,61.0907475,2009,174.4115242
19031,IA,19031-2011,Cedar,43.4782609,2011,173.2239912
19033,IA,19033-2007,Cerro Gordo,91.0850507,2007,191.8679005
19033,IA,19033-2009,Cerro Gordo,87.1379761,2009,188.4204386
19033,IA,19033-2011,Cerro Gordo,91.0373708,2011,187.9390071
19035,IA,19035-2007,Cherokee,68.4697022,2007,181.8064293
19035,IA,19035-2009,Cherokee,70.1200806,2009,178.4873937
19035,IA,19035-2011,Cherokee,57.9998343,2011,174.9809886
19037,IA,19037-2007,Chickasaw,32.8569082,2007,177.2515355
19037,IA,19037-2009,Chickasaw,24.9646334,2009,174.7138613
19037,IA,19037-2011,Chickasaw,24.0983212,2011,173.0503798
19039,IA,19039-2007,Clarke,66.5409782,2007,198.1846091
19039,IA,19039-2009,Clarke,66.0356593,2009,197.9475549
19039,IA,19039-2011,Clarke,64.1299701,2011,200.0517169
19041,IA,19041-2007,Clay,114.2582236,2007,195.4086522
19041,IA,19041-2009,Clay,114.3407354,2009,192.7945119
19041,IA,19041-2011,Clay,126.5822785,2011,193.8770458
19043,IA,19043-2007,Clayton,50.8877078,2007,185.8458951
19043,IA,19043-2009,Clayton,57.2639295,2009,182.816689
19043,IA,19043-2011,Clayton,55.5123793,2011,180.174136
19045,IA,19045-2007,Clinton,50.9330943,2007,207.2539475
19045,IA,19045-2009,Clinton,53.1327911,2009,204.9370554
19045,IA,19045-2011,Clinton,55.085178,2011,204.8263956
19047,IA,19047-2007,Crawford,60.5950433,2007,184.6733714
19047,IA,19047-2009,Crawford,42.6413255,2009,181.2045491
19047,IA,19047-2011,Crawford,34.7282514,2011,180.5221434
19049,IA,19049-2007,Dallas,61.1054855,2007,171.8349834
19049,IA,19049-2009,Dallas,53.2687651,2009,167.4640344
19049,IA,19049-2011,Dallas,51.8403318,2011,164.6314202
19051,IA,19051-2007,Davis,23.3236152,2007,181.2515095
19051,IA,19051-2009,Davis,23.3590283,2009,180.1261387
19051,IA,19051-2011,Davis,34.1413452,2011,183.0120217
19053,IA,19053-2007,Decatur,59.9376648,2007,208.0169175
19053,IA,19053-2009,Decatur,48.5967683,2009,208.4959041
19053,IA,19053-2011,Decatur,36.2143892,2011,207.7307189
19055,IA,19055-2007,Delaware,34.2739632,2007,180.0057414
19055,IA,19055-2009,Delaware,40.6858471,2009,177.935583
19055,IA,19055-2011,Delaware,33.9789331,2011,176.0143829
19057,IA,19057-2007,Des Moines,81.2127775,2007,202.7813205
19057,IA,19057-2009,Des Moines,77.938526,2009,200.5933561
19057,IA,19057-2011,Des Moines,74.6844582,2011,199.6813138
19059,IA,19059-2007,Dickinson,114.5544435,2007,178.1935652
19059,IA,19059-2009,Dickinson,96.2521807,2009,174.3290082
19059,IA,19059-2011,Dickinson,82.8451388,2011,173.3629724
19061,IA,19061-2007,Dubuque,79.1293602,2007,197.1654193
19061,IA,19061-2009,Dubuque,79.5083376,2009,193.0413088
19061,IA,19061-2011,Dubuque,69.7320598,2011,189.4555005
19063,IA,19063-2007,Emmet,58.0214679,2007,191.1446901
19063,IA,19063-2009,Emmet,48.8233571,2009,187.6719105
19063,IA,19063-2011,Emmet,49.4853523,2011,187.4324701
19065,IA,19065-2007,Fayette,53.9771333,2007,190.6347406
19065,IA,19065-2009,Fayette,39.6746677,2009,187.8860674
19065,IA,19065-2011,Fayette,33.3762456,2011,186.1251943
19067,IA,19067-2007,Floyd,55.4733728,2007,185.3331262
19067,IA,19067-2009,Floyd,50.282841,2009,182.1493864
19067,IA,19067-2011,Floyd,43.5594275,2011,180.9895857
19069,IA,19069-2007,Franklin,28.24061,2007,171.2681826
19069,IA,19069-2009,Franklin,28.4629981,2009,168.5901382
19069,IA,19069-2011,Franklin,27.9589935,2011,168.0535565
19071,IA,19071-2007,Fremont,52.8471396,2007,198.548625
19071,IA,19071-2009,Fremont,54.4588155,2009,196.1059326
19071,IA,19071-2011,Fremont,40.7221393,2011,195.6587174
19073,IA,19073-2007,Greene,52.6482047,2007,188.1913292
19073,IA,19073-2009,Greene,43.2385688,2009,186.7189812
19073,IA,19073-2011,Greene,32.3101777,2011,184.0828994
19075,IA,19075-2007,Grundy,16.5494415,2007,174.9940962
19075,IA,19075-2009,Grundy,8.2122033,2009,171.0597649
19075,IA,19075-2011,Grundy,16.0526527,2011,169.523236
19077,IA,19077-2007,Guthrie,63.3426839,2007,190.347218
19077,IA,19077-2009,Guthrie,64.6173728,2009,186.4964249
19077,IA,19077-2011,Guthrie,73.3877626,2011,184.4793998
19079,IA,19079-2007,Hamilton,51.4866778,2007,183.0118124
19079,IA,19079-2009,Hamilton,19.687623,2009,180.6760536
19079,IA,19079-2011,Hamilton,32.1791736,2011,178.6211141
19081,IA,19081-2007,Hancock,26.5251989,2007,172.4500555
19081,IA,19081-2009,Hancock,36.2122035,2009,169.8481247
19081,IA,19081-2011,Hancock,35.4390006,2011,169.0440071
19083,IA,19083-2007,Hardin,22.8506141,2007,197.601464
19083,IA,19083-2009,Hardin,11.6658889,2009,194.995568
19083,IA,19083-2011,Hardin,17.2156548,2011,193.6858966
19085,IA,19085-2007,Harrison,58.380903,2007,217.0643347
19085,IA,19085-2009,Harrison,58.7160752,2009,215.8470383
19085,IA,19085-2011,Harrison,67.4399784,2011,216.6825538
19087,IA,19087-2007,Henry,64.5673984,2007,198.6604619
19087,IA,19087-2009,Henry,55.1959456,2009,197.8278563
19087,IA,19087-2011,Henry,49.2999408,2011,199.2778827
19089,IA,19089-2007,Howard,21.1304807,2007,187.3914259
19089,IA,19089-2009,Howard,21.2539851,2009,185.2242242
19089,IA,19089-2011,Howard,20.9095661,2011,183.1643803
19091,IA,19091-2007,Humboldt,72.7197174,2007,177.031593
19091,IA,19091-2009,Humboldt,63.3379077,2009,172.6301994
19091,IA,19091-2011,Humboldt,71.4139971,2011,173.3401408
19093,IA,19093-2007,Ida,71.6332378,2007,180.5366091
19093,IA,19093-2009,Ida,44.3655723,2009,180.0720066
19093,IA,19093-2011,Ida,42.3370025,2011,178.6722518
19095,IA,19095-2007,Iowa,37.9891098,2007,183.8438829
19095,IA,19095-2009,Iowa,56.9223958,2009,182.4687817
19095,IA,19095-2011,Iowa,42.8921569,2011,179.1310234
19097,IA,19097-2007,Jackson,50.2361097,2007,198.771424
19097,IA,19097-2009,Jackson,40.5515004,2009,197.7528883
19097,IA,19097-2011,Jackson,35.3606789,2011,195.9461655
19099,IA,19099-2007,Jasper,65.6329477,2007,203.4574915
19099,IA,19099-2009,Jasper,74.4683785,2009,201.6833609
19099,IA,19099-2011,Jasper,60.1964594,2011,200.4397859
19101,IA,19101-2007,Jefferson,64.3832089,2007,171.3695194
19101,IA,19101-2009,Jefferson,71.0961737,2009,170.2183375
19101,IA,19101-2011,Jefferson,59.4707107,2011,169.6790383
19103,IA,19103-2007,Johnson,66.1164925,2007,172.4766363
19103,IA,19103-2009,Johnson,58.7763826,2009,173.5856213
19103,IA,19103-2011,Johnson,69.1531743,2011,168.0074209
19105,IA,19105-2007,Jones,34.3086801,2007,181.0259504
19105,IA,19105-2009,Jones,34.3743862,2009,179.5928328
19105,IA,19105-2011,Jones,33.9673913,2011,176.0290696
19107,IA,19107-2007,Keokuk,27.9746363,2007,182.5782116
19107,IA,19107-2009,Keokuk,28.4037114,2009,181.0706725
19107,IA,19107-2011,Keokuk,28.9073039,2011,179.055868
19109,IA,19109-2007,Kossuth,71.1697723,2007,171.1272124
19109,IA,19109-2009,Kossuth,59.39026,2009,166.8247543
19109,IA,19109-2011,Kossuth,45.4663549,2011,167.6229942
19111,IA,19111-2007,Lee,53.0385507,2007,222.2826473
19111,IA,19111-2009,Lee,50.7800378,2009,219.85094
19111,IA,19111-2011,Lee,53.3393223,2011,220.8241559
19113,IA,19113-2007,Linn,85.735302,2007,192.3837518
19113,IA,19113-2009,Linn,75.5164272,2009,190.8741906
19113,IA,19113-2011,Linn,73.4073641,2011,190.4244157
19115,IA,19115-2007,Louisa,59.4833447,2007,202.6301274
19115,IA,19115-2009,Louisa,44.4642063,2009,197.3632936
19115,IA,19115-2011,Louisa,35.1833934,2011,198.156251
19117,IA,19117-2007,Lucas,31.7225336,2007,197.5134454
19117,IA,19117-2009,Lucas,32.6832988,2009,197.0675628
19117,IA,19117-2011,Lucas,33.9097999,2011,197.6652067
19119,IA,19119-2007,Lyon,35.6252227,2007,179.16938
19119,IA,19119-2009,Lyon,35.8037952,2009,177.5534765
19119,IA,19119-2011,Lyon,25.7069409,2011,176.3771326
19121,IA,19121-2007,Madison,39.1057811,2007,197.7690712
19121,IA,19121-2009,Madison,38.9382828,2009,196.4818379
19121,IA,19121-2011,Madison,31.6876862,2011,193.6458949
19123,IA,19123-2007,Mahaska,54.3183053,2007,197.7201346
19123,IA,19123-2009,Mahaska,45.4545455,2009,196.4920265
19123,IA,19123-2011,Mahaska,48.8237905,2011,195.9616782
19125,IA,19125-2007,Marion,76.5602989,2007,197.7421419
19125,IA,19125-2009,Marion,61.1957653,2009,198.3474473
19125,IA,19125-2011,Marion,59.9970001,2011,197.6090293
19127,IA,19127-2007,Marshall,69.0978887,2007,214.8527034
19127,IA,19127-2009,Marshall,56.0381059,2009,213.4361811
19127,IA,19127-2011,Marshall,51.2445095,2011,215.3946635
19129,IA,19129-2007,Mills,13.2039348,2007,210.6820122
19129,IA,19129-2009,Mills,19.9973337,2009,209.3595993
19129,IA,19129-2011,Mills,13.3404482,2011,207.8162809
19131,IA,19131-2007,Mitchell,37.0851103,2007,163.9923826
19131,IA,19131-2009,Mitchell,37.1023096,2009,160.1551772
19131,IA,19131-2011,Mitchell,37.095428,2011,159.2080109
19133,IA,19133-2007,Monona,87.6904527,2007,209.5543339
19133,IA,19133-2009,Monona,67.5523531,2009,208.4610473
19133,IA,19133-2011,Monona,64.9420933,2011,205.8524324
19135,IA,19135-2007,Monroe,52.8471396,2007,216.8435927
19135,IA,19135-2009,Monroe,66.2339383,2009,215.9145339
19135,IA,19135-2011,Monroe,37.2393247,2011,217.9160269
19137,IA,19137-2007,Montgomery,91.4160344,2007,190.600374
19137,IA,19137-2009,Montgomery,101.8895887,2009,189.1110529
19137,IA,19137-2011,Montgomery,84.5864662,2011,187.6692959
19139,IA,19139-2007,Muscatine,68.3060109,2007,201.4435265
19139,IA,19139-2009,Muscatine,67.545535,2009,199.9925989
19139,IA,19139-2011,Muscatine,70.0689011,2011,203.1705792
19141,IA,19141-2007,O'Brien,71.2453691,2007,189.3743476
19141,IA,19141-2009,O'Brien,93.3371626,2009,187.2256687
19141,IA,19141-2011,O'Brien,70.3729768,2011,186.1771428
19143,IA,19143-2007,Osceola,15.5183116,2007,178.3558837
19143,IA,19143-2009,Osceola,31.5258512,2009,177.8899785
19143,IA,19143-2011,Osceola,31.4613812,2011,176.1652833
19145,IA,19145-2007,Page,69.1258719,2007,204.9584807
19145,IA,19145-2009,Page,58.9777195,2009,203.0893951
19145,IA,19145-2011,Page,43.7855758,2011,201.4919381
19147,IA,19147-2007,Palo Alto,84.92569,2007,201.278902
19147,IA,19147-2009,Palo Alto,75.4391637,2009,198.5312697
19147,IA,19147-2011,Palo Alto,74.3178681,2011,198.1504766
19149,IA,19149-2007,Plymouth,61.7207752,2007,186.5727148
19149,IA,19149-2009,Plymouth,61.9578686,2009,180.1281597
19149,IA,19149-2011,Plymouth,52.2172237,2011,179.9969123
19151,IA,19151-2007,Pocahontas,26.2674022,2007,191.1733849
19151,IA,19151-2009,Pocahontas,27.2257011,2009,188.8424014
19151,IA,19151-2011,Pocahontas,27.8551532,2011,187.5877267
19153,IA,19153-2007,Polk,80.2352286,2007,206.4119539
19153,IA,19153-2009,Polk,73.817236,2009,206.4953259
19153,IA,19153-2011,Polk,73.8456192,2011,202.7218518
19155,IA,19155-2007,Pottawattamie,64.752378,2007,219.941485
19155,IA,19155-2009,Pottawattamie,67.6095052,2009,217.6920357
19155,IA,19155-2011,Pottawattamie,71.6439616,2011,214.8616946
19157,IA,19157-2007,Poweshiek,69.6602722,2007,185.2347453
19157,IA,19157-2009,Poweshiek,70.563969,2009,183.8678977
19157,IA,19157-2011,Poweshiek,53.1801744,2011,184.8445369
19159,IA,19159-2007,Ringgold,19.7589409,2007,186.1764499
19159,IA,19159-2009,Ringgold,40.4530744,2009,184.4379958
19159,IA,19159-2011,Ringgold,19.5350654,2011,185.5202874
19161,IA,19161-2007,Sac,38.8575869,2007,190.5600658
19161,IA,19161-2009,Sac,29.8240382,2009,188.3078172
19161,IA,19161-2011,Sac,29.2940143,2011,187.2070898
19163,IA,19163-2007,Scott,78.2313554,2007,206.0410079
19163,IA,19163-2009,Scott,75.6075608,2009,203.8231437
19163,IA,19163-2011,Scott,85.5800592,2011,206.7118426
19165,IA,19165-2007,Shelby,48.8241517,2007,171.6530098
19165,IA,19165-2009,Shelby,66.9064147,2009,167.5963815
19165,IA,19165-2011,Shelby,58.1443641,2011,167.7668495
19167,IA,19167-2007,Sioux,71.8368367,2007,157.3371329
19167,IA,19167-2009,Sioux,77.5338047,2009,155.1146036
19167,IA,19167-2011,Sioux,73.7463127,2011,152.4857508
19169,IA,19169-2007,Story,72.7426319,2007,170.7292857
19169,IA,19169-2009,Story,71.089504,2009,167.2009493
19169,IA,19169-2011,Story,75.8395325,2011,166.6783538
19171,IA,19171-2007,Tama,39.6151669,2007,190.0759251
19171,IA,19171-2009,Tama,46.0378661,2009,188.3524284
19171,IA,19171-2011,Tama,39.5591975,2011,189.5518527
19173,IA,19173-2007,Taylor,46.692607,2007,186.2432479
19173,IA,19173-2009,Taylor,63.0517024,2009,184.643474
19173,IA,19173-2011,Taylor,15.8604282,2011,182.7055927
19175,IA,19175-2007,Union,66.3845324,2007,205.2992762
19175,IA,19175-2009,Union,49.0156033,2009,203.7665433
19175,IA,19175-2011,Union,71.7417298,2011,201.7048542
19177,IA,19177-2007,Van Buren,13.0276186,2007,206.7685175
19177,IA,19177-2009,Van Buren,26.045058,2009,206.1920792
19177,IA,19177-2011,Van Buren,26.6311585,2011,206.1360428
19179,IA,19179-2007,Wapello,67.904029,2007,219.5273016
19179,IA,19179-2009,Wapello,84.9040584,2009,218.6083071
19179,IA,19179-2011,Wapello,64.9332317,2011,218.4061297
19181,IA,19181-2007,Warren,45.1548812,2007,181.099006
19181,IA,19181-2009,Warren,41.9657648,2009,180.9911959
19181,IA,19181-2011,Warren,40.6573654,2011,179.4949265
19183,IA,19183-2007,Washington,52.0045386,2007,173.9273476
19183,IA,19183-2009,Washington,32.9287798,2009,171.3201287
19183,IA,19183-2011,Washington,32.0292839,2011,170.7972069
19185,IA,19185-2007,Wayne,15.9159637,2007,194.9202653
19185,IA,19185-2009,Wayne,31.8319274,2009,192.3032075
19185,IA,19185-2011,Wayne,31.700745,2011,193.3073327
19187,IA,19187-2007,Webster,78.0274657,2007,206.816063
19187,IA,19187-2009,Webster,70.4115162,2009,202.9047143
19187,IA,19187-2011,Webster,63.7280935,2011,203.6538068
19189,IA,19189-2007,Winnebago,27.8499814,2007,185.3582694
19189,IA,19189-2009,Winnebago,47.160913,2009,181.5814726
19189,IA,19189-2011,Winnebago,46.343498,2011,181.7882365
19191,IA,19191-2007,Winneshiek,38.4172109,2007,160.5495861
19191,IA,19191-2009,Winneshiek,29.0852683,2009,157.6959114
19191,IA,19191-2011,Winneshiek,33.2952816,2011,156.3109125
19193,IA,19193-2007,Woodbury,86.8004182,2007,208.5368289
19193,IA,19193-2009,Woodbury,89.467184,2009,207.8154303
19193,IA,19193-2011,Woodbury,87.797169,2011,205.2115434
19195,IA,19195-2007,Worth,52.4727797,2007,186.9827599
19195,IA,19195-2009,Worth,39.7825222,2009,184.2371325
19195,IA,19195-2011,Worth,39.766702,2011,186.1512859
19197,IA,19197-2007,Wright,61.3543983,2007,190.5247831
19197,IA,19197-2009,Wright,55.0487575,2009,187.2897997
19197,IA,19197-2011,Wright,53.5659627,2011,184.1425951
20001,KS,20001-2007,Allen,67.1291117,2007,226.4239182
20001,KS,20001-2009,Allen,53.0182534,2009,225.7131943
20001,KS,20001-2011,Allen,60.0105018,2011,227.3046172
20003,KS,20003-2007,Anderson,38.1776533,2007,214.1472041
20003,KS,20003-2009,Anderson,38.1097561,2009,213.9611379
20003,KS,20003-2011,Anderson,37.1747212,2011,214.1337803
20005,KS,20005-2007,Atchison,54.7212258,2007,223.1892339
20005,KS,20005-2009,Atchison,60.9347389,2009,221.0615665
20005,KS,20005-2011,Atchison,65.5034836,2011,219.6690817
20007,KS,20007-2007,Barber,63.6132316,2007,212.1037413
20007,KS,20007-2009,Barber,65.3167864,2009,208.9573205
20007,KS,20007-2011,Barber,81.8330606,2011,206.0207891
20009,KS,20009-2007,Barton,50.5524662,2007,198.9928281
20009,KS,20009-2009,Barton,50.9758229,2009,197.9466755
20009,KS,20009-2011,Barton,50.2855501,2011,196.1069598
20011,KS,20011-2007,Bourbon,114.7021119,2007,210.9211497
20011,KS,20011-2009,Bourbon,80.6234883,2009,208.9906874
20011,KS,20011-2011,Bourbon,80.0800801,2011,209.3115732
20013,KS,20013-2007,Brown,49.8902415,2007,205.7082534
20013,KS,20013-2009,Brown,70.5147577,2009,205.9720436
20013,KS,20013-2011,Brown,59.9400599,2011,203.9275598
20015,KS,20015-2007,Butler,68.376612,2007,204.027454
20015,KS,20015-2009,Butler,67.099432,2009,201.8715999
20015,KS,20015-2011,Butler,60.7745719,2011,201.548953
20017,KS,20017-2007,Chase,0,2007,218.3193909
20017,KS,20017-2009,Chase,0,2009,217.7161096
20017,KS,20017-2011,Chase,0,2011,212.6445982
20019,KS,20019-2007,Chautauqua,26.4900662,2007,206.3987985
20019,KS,20019-2009,Chautauqua,26.7022697,2009,207.1800881
20019,KS,20019-2011,Chautauqua,0,2011,208.7044373
20021,KS,20021-2007,Cherokee,42.0364316,2007,244.6610441
20021,KS,20021-2009,Cherokee,42.7269275,2009,242.183082
20021,KS,20021-2011,Cherokee,51.4379238,2011,243.0551065
20023,KS,20023-2007,Cheyenne,0,2007,171.372396
20023,KS,20023-2009,Cheyenne,0,2009,171.6225212
20023,KS,20023-2011,Cheyenne,0,2011,170.5377076
20025,KS,20025-2007,Clark,48.2858522,2007,179.1207996
20025,KS,20025-2009,Clark,48.0538203,2009,179.2303959
20025,KS,20025-2011,Clark,46.6635558,2011,179.8021603
20027,KS,20027-2007,Clay,23.0361668,2007,191.0660424
20027,KS,20027-2009,Clay,34.4669118,2009,188.0449347
20027,KS,20027-2011,Clay,34.9935845,2011,189.2277123
20029,KS,20029-2007,Cloud,53.6883926,2007,201.6484381
20029,KS,20029-2009,Cloud,64.7738314,2009,202.1229715
20029,KS,20029-2011,Cloud,64.0683396,2011,197.554048
20031,KS,20031-2007,Coffey,59.3683211,2007,214.3234885
20031,KS,20031-2009,Coffey,82.9777146,2009,214.9374424
20031,KS,20031-2011,Coffey,93.7536623,2011,212.8847162
20033,KS,20033-2007,Comanche,0,2007,226.3741654
20033,KS,20033-2009,Comanche,0,2009,222.6745949
20033,KS,20033-2011,Comanche,0,2011,224.3469184
20035,KS,20035-2007,Cowley,61.5132253,2007,218.6140251
20035,KS,20035-2009,Cowley,50.5440923,2009,217.7405339
20035,KS,20035-2011,Cowley,38.5972651,2011,217.3787096
20037,KS,20037-2007,Crawford,67.107165,2007,224.4964438
20037,KS,20037-2009,Crawford,51.4548869,2009,217.215137
20037,KS,20037-2011,Crawford,45.8949516,2011,217.8736392
20039,KS,20039-2007,Decatur,0,2007,181.3739678
20039,KS,20039-2009,Decatur,35.0262697,2009,180.0410598
20039,KS,20039-2011,Decatur,34.3053173,2011,179.2004509
20041,KS,20041-2007,Dickinson,47.6922262,2007,206.8294151
20041,KS,20041-2009,Dickinson,57.8490665,2009,204.295438
20041,KS,20041-2011,Dickinson,55.7272405,2011,205.2062128
20043,KS,20043-2007,Doniphan,0,2007,194.7459119
20043,KS,20043-2009,Doniphan,13.1164743,2009,193.8144436
20043,KS,20043-2011,Doniphan,12.5865324,2011,191.781979
20045,KS,20045-2007,Douglas,78.4770168,2007,175.6676143
20045,KS,20045-2009,Douglas,79.0493457,2009,176.0071409
20045,KS,20045-2011,Douglas,86.444288,2011,172.010172
20047,KS,20047-2007,Edwards,0,2007,203.1942032
20047,KS,20047-2009,Edwards,0,2009,204.0977389
20047,KS,20047-2011,Edwards,0,2011,203.7563189
20049,KS,20049-2007,Elk,33.5120643,2007,233.0182323
20049,KS,20049-2009,Elk,66.6444518,2009,231.1330195
20049,KS,20049-2011,Elk,0,2011,226.257897
20051,KS,20051-2007,Ellis,113.8115868,2007,180.9940927
20051,KS,20051-2009,Ellis,100.9409135,2009,177.0555918
20051,KS,20051-2011,Ellis,97.4184121,2011,174.3937591
20053,KS,20053-2007,Ellsworth,31.8066158,2007,189.4047636
20053,KS,20053-2009,Ellsworth,32.367697,2009,187.2103501
20053,KS,20053-2011,Ellsworth,30.8499152,2011,184.4366572
20055,KS,20055-2007,Finney,58.8494924,2007,175.2142162
20055,KS,20055-2009,Finney,52.2888245,2009,174.9464623
20055,KS,20055-2011,Finney,62.0230294,2011,172.260067
20057,KS,20057-2007,Ford,39.8174523,2007,189.4626972
20057,KS,20057-2009,Ford,38.5848273,2009,186.2648439
20057,KS,20057-2011,Ford,43.3927332,2011,186.672088
20059,KS,20059-2007,Franklin,79.9604006,2007,210.0504749
20059,KS,20059-2009,Franklin,60.5120835,2009,206.818148
20059,KS,20059-2011,Franklin,61.7022097,2011,205.1467465
20061,KS,20061-2007,Geary,60.9363892,2007,233.1233405
20061,KS,20061-2009,Geary,59.8406349,2009,231.4733416
20061,KS,20061-2011,Geary,65.1133822,2011,228.7059091
20063,KS,20063-2007,Gove,115.1631478,2007,160.752689
20063,KS,20063-2009,Gove,120.9677419,2009,158.3328883
20063,KS,20063-2011,Gove,111.2347052,2011,157.1533714
20065,KS,20065-2007,Graham,116.4596273,2007,175.8449611
20065,KS,20065-2009,Graham,41.0677618,2009,172.0298291
20065,KS,20065-2011,Graham,37.8644453,2011,170.2931309
20067,KS,20067-2007,Grant,40.3117442,2007,206.6550175
20067,KS,20067-2009,Grant,54.3995648,2009,199.4161283
20067,KS,20067-2011,Grant,50.2260171,2011,196.5839796
20069,KS,20069-2007,Gray,17.3400381,2007,183.2108588
20069,KS,20069-2009,Gray,16.6527893,2009,181.324861
20069,KS,20069-2011,Gray,16.3585801,2011,179.683956
20071,KS,20071-2007,Greeley,76.9822941,2007,190.3741083
20071,KS,20071-2009,Greeley,81.0372771,2009,186.6797475
20071,KS,20071-2011,Greeley,158.9825119,2011,185.3745627
20073,KS,20073-2007,Greenwood,43.2338954,2007,217.9512054
20073,KS,20073-2009,Greenwood,30.0030003,2009,214.7876949
20073,KS,20073-2011,Greenwood,15.051174,2011,214.1309764
20075,KS,20075-2007,Hamilton,0,2007,198.6852296
20075,KS,20075-2009,Hamilton,0,2009,199.8255334
20075,KS,20075-2011,Hamilton,0,2011,201.9717432
20077,KS,20077-2007,Harper,87.092841,2007,208.0378131
20077,KS,20077-2009,Harper,70.5840833,2009,207.8354065
20077,KS,20077-2011,Harper,66.7445353,2011,207.044383
20079,KS,20079-2007,Harvey,71.3797103,2007,184.054171
20079,KS,20079-2009,Harvey,70.079131,2009,182.4925483
20079,KS,20079-2011,Harvey,77.4837858,2011,183.0318167
20081,KS,20081-2007,Haskell,0,2007,164.5390664
20081,KS,20081-2009,Haskell,0,2009,162.6455842
20081,KS,20081-2011,Haskell,0,2011,161.8599454
20083,KS,20083-2007,Hodgeman,51.6795866,2007,176.8411241
20083,KS,20083-2009,Hodgeman,52.4658972,2009,174.4202086
20083,KS,20083-2011,Hodgeman,50.8646999,2011,174.6264943
20085,KS,20085-2007,Jackson,52.4109015,2007,197.9762282
20085,KS,20085-2009,Jackson,44.7360573,2009,197.8299652
20085,KS,20085-2011,Jackson,37.2217673,2011,198.0705328
20087,KS,20087-2007,Jefferson,16.3354206,2007,203.7776576
20087,KS,20087-2009,Jefferson,27.4619652,2009,199.8860924
20087,KS,20087-2011,Jefferson,36.9568661,2011,200.3859574
20089,KS,20089-2007,Jewell,31.377471,2007,185.1075232
20089,KS,20089-2009,Jewell,0,2009,181.1005175
20089,KS,20089-2011,Jewell,0,2011,176.6347322
20091,KS,20091-2007,Johnson,77.9559568,2007,167.7002791
20091,KS,20091-2009,Johnson,70.7525008,2009,166.2700667
20091,KS,20091-2011,Johnson,75.0464293,2011,162.9687803
20093,KS,20093-2007,Kearny,24.1662639,2007,193.0960278
20093,KS,20093-2009,Kearny,23.9865675,2009,192.2029638
20093,KS,20093-2011,Kearny,75.2445448,2011,194.9517894
20095,KS,20095-2007,Kingman,51.4668039,2007,182.2397074
20095,KS,20095-2009,Kingman,52.8331792,2009,180.1424586
20095,KS,20095-2011,Kingman,50.935948,2011,177.2194876
20097,KS,20097-2007,Kiowa,36.9276219,2007,181.0029114
20097,KS,20097-2009,Kiowa,43.0663221,2009,182.9742996
20097,KS,20097-2011,Kiowa,0,2011,182.7762347
20099,KS,20099-2007,Labette,54.6597431,2007,231.0298142
20099,KS,20099-2009,Labette,27.5532697,2009,231.2805515
20099,KS,20099-2011,Labette,37.1902747,2011,231.7219792
20101,KS,20101-2007,Lane,0,2007,193.9256881
20101,KS,20101-2009,Lane,0,2009,191.9486059
20101,KS,20101-2011,Lane,57.1755289,2011,190.1727054
20103,KS,20103-2007,Leavenworth,44.835129,2007,207.7774297
20103,KS,20103-2009,Leavenworth,46.5258484,2009,204.4176267
20103,KS,20103-2011,Leavenworth,41.4636675,2011,203.6060362
20105,KS,20105-2007,Lincoln,30.6184936,2007,181.9188225
20105,KS,20105-2009,Lincoln,0,2009,176.0905118
20105,KS,20105-2011,Lincoln,0,2011,177.3263508
20107,KS,20107-2007,Linn,20.8485354,2007,216.3217919
20107,KS,20107-2009,Linn,32.1371184,2009,214.9274288
20107,KS,20107-2011,Linn,20.8073242,2011,212.6290511
20109,KS,20109-2007,Logan,37.993921,2007,181.4215816
20109,KS,20109-2009,Logan,0,2009,180.0879884
20109,KS,20109-2011,Logan,0,2011,181.6958367
20111,KS,20111-2007,Lyon,81.1870101,2007,198.7576598
20111,KS,20111-2009,Lyon,62.4981399,2009,197.1219345
20111,KS,20111-2011,Lyon,79.9668286,2011,197.9830659
20113,KS,20113-2007,McPherson,51.6760258,2007,177.1998488
20113,KS,20113-2009,McPherson,45.0356821,2009,176.5566889
20113,KS,20113-2011,McPherson,44.4581239,2011,177.0829211
20115,KS,20115-2007,Marion,32.8218594,2007,177.0894318
20115,KS,20115-2009,Marion,41.7292606,2009,175.5359786
20115,KS,20115-2011,Marion,31.9030148,2011,177.0414179
20117,KS,20117-2007,Marshall,49.2222879,2007,184.28261
20117,KS,20117-2009,Marshall,59.2709671,2009,182.8400424
20117,KS,20117-2011,Marshall,49.9750125,2011,180.0534686
20119,KS,20119-2007,Meade,45.3720508,2007,184.6168712
20119,KS,20119-2009,Meade,22.6911731,2009,183.9486475
20119,KS,20119-2011,Meade,44.1403664,2011,180.7264962
20121,KS,20121-2007,Miami,71.5191314,2007,189.3646669
20121,KS,20121-2009,Miami,61.3516743,2009,186.1802448
20121,KS,20121-2011,Miami,55.0206327,2011,182.5939426
20123,KS,20123-2007,Mitchell,79.2393027,2007,185.5766499
20123,KS,20123-2009,Mitchell,94.5775536,2009,181.9665526
20123,KS,20123-2011,Mitchell,79.4281176,2011,180.9148716
20125,KS,20125-2007,Montgomery,63.9497704,2007,235.4867544
20125,KS,20125-2009,Montgomery,64.2260758,2009,233.2804967
