,County,State,fips,merged_fips,,PAPercent,Year
11234,"Guadalupe, NM",New Mexico,35019,35019,35019-2008,76.25,2008
11235,"Harding, NM",New Mexico,35021,35021,35021-2008,78.065,2008
11236,"Hidalgo, NM",New Mexico,35023,35023,35023-2008,71.185,2008
11237,"Lea, NM",New Mexico,35025,35025,35025-2008,67.595,2008
11238,"Lincoln, NM",New Mexico,35027,35027,35027-2008,77.725,2008
11239,"Los Alamos, NM",New Mexico,35028,35028,35028-2008,87.23,2008
11240,"Luna, NM",New Mexico,35029,35029,35029-2008,68.63,2008
11241,"McKinley, NM",New Mexico,35031,35031,35031-2008,74.165,2008
11242,"Mora, NM",New Mexico,35033,35033,35033-2008,78.085,2008
11243,"Otero, NM",New Mexico,35035,35035,35035-2008,76.255,2008
11244,"Quay, NM",New Mexico,35037,35037,35037-2008,70.445,2008
11245,"Rio Arriba, NM",New Mexico,35039,35039,35039-2008,75.65,2008
11246,"Roosevelt, NM",New Mexico,35041,35041,35041-2008,69.48,2008
11247,"Sandoval, NM",New Mexico,35043,35043,35043-2008,80.925,2008
11248,"San Juan, NM",New Mexico,35045,35045,35045-2008,76.49,2008
11249,"San Miguel, NM",New Mexico,35047,35047,35047-2008,76.97,2008
11250,"Santa Fe, NM",New Mexico,35049,35049,35049-2008,83.345,2008
11251,"Sierra, NM",New Mexico,35051,35051,35051-2008,74.585,2008
11252,"Socorro, NM",New Mexico,35053,35053,35053-2008,75.075,2008
11253,"Taos, NM",New Mexico,35055,35055,35055-2008,80.01,2008
11254,"Torrance, NM",New Mexico,35057,35057,35057-2008,73.3,2008
11255,"Union, NM",New Mexico,35059,35059,35059-2008,75.395,2008
11256,"Valencia, NM",New Mexico,35061,35061,35061-2008,73.425,2008
11257,"Albany, NY",New York,36001,36001,36001-2008,78.14,2008
11258,"Allegany, NY",New York,36003,36003,36003-2008,75.265,2008
11259,"Bronx, NY",New York,36005,36005,36005-2008,66.605,2008
11260,"Broome, NY",New York,36007,36007,36007-2008,77.69,2008
11261,"Cattaraugus, NY",New York,36009,36009,36009-2008,74.52,2008
11262,"Cayuga, NY",New York,36011,36011,36011-2008,74.795,2008
11263,"Chautauqua, NY",New York,36013,36013,36013-2008,75.22,2008
11264,"Chemung, NY",New York,36015,36015,36015-2008,74.295,2008
11265,"Chenango, NY",New York,36017,36017,36017-2008,75.38,2008
11266,"Clinton, NY",New York,36019,36019,36019-2008,77.975,2008
11267,"Columbia, NY",New York,36021,36021,36021-2008,77.18,2008
11268,"Cortland, NY",New York,36023,36023,36023-2008,76.585,2008
11269,"Delaware, NY",New York,36025,36025,36025-2008,75.46,2008
11270,"Dutchess, NY",New York,36027,36027,36027-2008,78.13,2008
11271,"Erie, NY",New York,36029,36029,36029-2008,76.52,2008
11272,"Essex, NY",New York,36031,36031,36031-2008,78.44,2008
11273,"Franklin, NY",New York,36033,36033,36033-2008,73.805,2008
11274,"Fulton, NY",New York,36035,36035,36035-2008,72.445,2008
11275,"Genesee, NY",New York,36037,36037,36037-2008,76.935,2008
11276,"Greene, NY",New York,36039,36039,36039-2008,74.245,2008
11277,"Hamilton, NY",New York,36041,36041,36041-2008,76.16,2008
11278,"Herkimer, NY",New York,36043,36043,36043-2008,73.85,2008
11279,"Jefferson, NY",New York,36045,36045,36045-2008,73.655,2008
11280,"Kings, NY",New York,36047,36047,36047-2008,71.31,2008
11281,"Lewis, NY",New York,36049,36049,36049-2008,72.095,2008
11282,"Livingston, NY",New York,36051,36051,36051-2008,76.985,2008
11283,"Madison, NY",New York,36053,36053,36053-2008,76.895,2008
11284,"Monroe, NY",New York,36055,36055,36055-2008,79.41,2008
11285,"Montgomery, NY",New York,36057,36057,36057-2008,72.235,2008
11286,"Nassau, NY",New York,36059,36059,36059-2008,77.325,2008
11287,"New York, NY",New York,36061,36061,36061-2008,80.195,2008
11288,"Niagara, NY",New York,36063,36063,36063-2008,73.8,2008
11289,"Oneida, NY",New York,36065,36065,36065-2008,74.39,2008
11290,"Onondaga, NY",New York,36067,36067,36067-2008,79.29,2008
11291,"Ontario, NY",New York,36069,36069,36069-2008,79.185,2008
11292,"Orange, NY",New York,36071,36071,36071-2008,73.39,2008
11293,"Orleans, NY",New York,36073,36073,36073-2008,72.63,2008
11294,"Oswego, NY",New York,36075,36075,36075-2008,74.32,2008
11295,"Otsego, NY",New York,36077,36077,36077-2008,76.07,2008
11296,"Putnam, NY",New York,36079,36079,36079-2008,78.39,2008
11297,"Queens, NY",New York,36081,36081,36081-2008,72.02,2008
11298,"Rensselaer, NY",New York,36083,36083,36083-2008,78,2008
11299,"Richmond, NY",New York,36085,36085,36085-2008,74.77,2008
11300,"Rockland, NY",New York,36087,36087,36087-2008,75.505,2008
11301,"St. Lawrence, NY",New York,36089,36089,36089-2008,71.77,2008
11302,"Saratoga, NY",New York,36091,36091,36091-2008,78.49,2008
11303,"Schenectady, NY",New York,36093,36093,36093-2008,77.55,2008
11304,"Schoharie, NY",New York,36095,36095,36095-2008,74.11,2008
11305,"Schuyler, NY",New York,36097,36097,36097-2008,73.885,2008
11306,"Seneca, NY",New York,36099,36099,36099-2008,72.565,2008
11307,"Steuben, NY",New York,36101,36101,36101-2008,74.775,2008
11308,"Suffolk, NY",New York,36103,36103,36103-2008,77.475,2008
11309,"Sullivan, NY",New York,36105,36105,36105-2008,73.39,2008
11310,"Tioga, NY",New York,36107,36107,36107-2008,74.46,2008
11311,"Tompkins, NY",New York,36109,36109,36109-2008,80.495,2008
11312,"Ulster, NY",New York,36111,36111,36111-2008,77.745,2008
11313,"Warren, NY",New York,36113,36113,36113-2008,78.535,2008
11314,"Washington, NY",New York,36115,36115,36115-2008,74.845,2008
11315,"Wayne, NY",New York,36117,36117,36117-2008,76.19,2008
11316,"Westchester, NY",New York,36119,36119,36119-2008,78.745,2008
11317,"Wyoming, NY",New York,36121,36121,36121-2008,75.32,2008
11318,"Yates, NY",New York,36123,36123,36123-2008,71.805,2008
11319,"Alamance, NC",North Carolina,37001,37001,37001-2008,73.465,2008
11320,"Alexander, NC",North Carolina,37003,37003,37003-2008,71.415,2008
11321,"Alleghany, NC",North Carolina,37005,37005,37005-2008,66.38,2008
11322,"Anson, NC",North Carolina,37007,37007,37007-2008,69.88,2008
11323,"Ashe, NC",North Carolina,37009,37009,37009-2008,71.715,2008
11324,"Avery, NC",North Carolina,37011,37011,37011-2008,76.19,2008
11325,"Beaufort, NC",North Carolina,37013,37013,37013-2008,72.99,2008
11326,"Bertie, NC",North Carolina,37015,37015,37015-2008,66.33,2008
11327,"Bladen, NC",North Carolina,37017,37017,37017-2008,67.375,2008
11328,"Brunswick, NC",North Carolina,37019,37019,37019-2008,77.245,2008
11329,"Buncombe, NC",North Carolina,37021,37021,37021-2008,79.54,2008
11330,"Burke, NC",North Carolina,37023,37023,37023-2008,71.54,2008
11331,"Cabarrus, NC",North Carolina,37025,37025,37025-2008,75.565,2008
11332,"Caldwell, NC",North Carolina,37027,37027,37027-2008,72.9,2008
11333,"Camden, NC",North Carolina,37029,37029,37029-2008,76.365,2008
11334,"Carteret, NC",North Carolina,37031,37031,37031-2008,76.53,2008
11335,"Caswell, NC",North Carolina,37033,37033,37033-2008,67.665,2008
11336,"Catawba, NC",North Carolina,37035,37035,37035-2008,74.93,2008
11337,"Chatham, NC",North Carolina,37037,37037,37037-2008,78.29,2008
11338,"Cherokee, NC",North Carolina,37039,37039,37039-2008,72.81,2008
11339,"Chowan, NC",North Carolina,37041,37041,37041-2008,68.67,2008
11340,"Clay, NC",North Carolina,37043,37043,37043-2008,75.01,2008
11341,"Cleveland, NC",North Carolina,37045,37045,37045-2008,70.485,2008
11342,"Columbus, NC",North Carolina,37047,37047,37047-2008,69.265,2008
11343,"Craven, NC",North Carolina,37049,37049,37049-2008,76.33,2008
11344,"Cumberland, NC",North Carolina,37051,37051,37051-2008,73.335,2008
11345,"Currituck, NC",North Carolina,37053,37053,37053-2008,74.35,2008
11346,"Dare, NC",North Carolina,37055,37055,37055-2008,79.39,2008
11347,"Davidson, NC",North Carolina,37057,37057,37057-2008,71.905,2008
11348,"Davie, NC",North Carolina,37059,37059,37059-2008,74.04,2008
11349,"Duplin, NC",North Carolina,37061,37061,37061-2008,65.38,2008
11350,"Durham, NC",North Carolina,37063,37063,37063-2008,79.78,2008
11351,"Edgecombe, NC",North Carolina,37065,37065,37065-2008,67.57,2008
11352,"Forsyth, NC",North Carolina,37067,37067,37067-2008,78.455,2008
11353,"Franklin, NC",North Carolina,37069,37069,37069-2008,71.725,2008
11354,"Gaston, NC",North Carolina,37071,37071,37071-2008,70.925,2008
11355,"Gates, NC",North Carolina,37073,37073,37073-2008,71.985,2008
11356,"Graham, NC",North Carolina,37075,37075,37075-2008,71.67,2008
11357,"Granville, NC",North Carolina,37077,37077,37077-2008,72.195,2008
11358,"Greene, NC",North Carolina,37079,37079,37079-2008,65.225,2008
11359,"Guilford, NC",North Carolina,37081,37081,37081-2008,78.305,2008
11360,"Halifax, NC",North Carolina,37083,37083,37083-2008,66.715,2008
11361,"Harnett, NC",North Carolina,37085,37085,37085-2008,72.25,2008
11362,"Haywood, NC",North Carolina,37087,37087,37087-2008,77.925,2008
11363,"Henderson, NC",North Carolina,37089,37089,37089-2008,80.07,2008
11364,"Hertford, NC",North Carolina,37091,37091,37091-2008,66.32,2008
11365,"Hoke, NC",North Carolina,37093,37093,37093-2008,71.01,2008
11366,"Hyde, NC",North Carolina,37095,37095,37095-2008,69.805,2008
11367,"Iredell, NC",North Carolina,37097,37097,37097-2008,74.28,2008
11368,"Jackson, NC",North Carolina,37099,37099,37099-2008,75.995,2008
11369,"Johnston, NC",North Carolina,37101,37101,37101-2008,71.205,2008
11370,"Jones, NC",North Carolina,37103,37103,37103-2008,69.19,2008
11371,"Lee, NC",North Carolina,37105,37105,37105-2008,73.62,2008
11372,"Lenoir, NC",North Carolina,37107,37107,37107-2008,67.135,2008
11373,"Lincoln, NC",North Carolina,37109,37109,37109-2008,73.745,2008
11374,"McDowell, NC",North Carolina,37111,37111,37111-2008,71.76,2008
11375,"Macon, NC",North Carolina,37113,37113,37113-2008,76.31,2008
11376,"Madison, NC",North Carolina,37115,37115,37115-2008,74.08,2008
11377,"Martin, NC",North Carolina,37117,37117,37117-2008,70.61,2008
11378,"Mecklenburg, NC",North Carolina,37119,37119,37119-2008,80.21,2008
11379,"Mitchell, NC",North Carolina,37121,37121,37121-2008,71.66,2008
11380,"Montgomery, NC",North Carolina,37123,37123,37123-2008,68.295,2008
11381,"Moore, NC",North Carolina,37125,37125,37125-2008,77.22,2008
11382,"Nash, NC",North Carolina,37127,37127,37127-2008,72.66,2008
11383,"New Hanover, NC",North Carolina,37129,37129,37129-2008,80.31,2008
11384,"Northampton, NC",North Carolina,37131,37131,37131-2008,65.34,2008
11385,"Onslow, NC",North Carolina,37133,37133,37133-2008,75.665,2008
11386,"Orange, NC",North Carolina,37135,37135,37135-2008,83.87,2008
11387,"Pamlico, NC",North Carolina,37137,37137,37137-2008,74.03,2008
11388,"Pasquotank, NC",North Carolina,37139,37139,37139-2008,73.245,2008
11389,"Pender, NC",North Carolina,37141,37141,37141-2008,75.045,2008
11390,"Perquimans, NC",North Carolina,37143,37143,37143-2008,74.06,2008
11391,"Person, NC",North Carolina,37145,37145,37145-2008,73.565,2008
11392,"Pitt, NC",North Carolina,37147,37147,37147-2008,74.12,2008
11393,"Polk, NC",North Carolina,37149,37149,37149-2008,78.49,2008
11394,"Randolph, NC",North Carolina,37151,37151,37151-2008,71.99,2008
11395,"Richmond, NC",North Carolina,37153,37153,37153-2008,67.96,2008
11396,"Robeson, NC",North Carolina,37155,37155,37155-2008,62.53,2008
11397,"Rockingham, NC",North Carolina,37157,37157,37157-2008,70.34,2008
11398,"Rowan, NC",North Carolina,37159,37159,37159-2008,71.24,2008
11399,"Rutherford, NC",North Carolina,37161,37161,37161-2008,71.86,2008
11400,"Sampson, NC",North Carolina,37163,37163,37163-2008,69.17,2008
11401,"Scotland, NC",North Carolina,37165,37165,37165-2008,70.12,2008
11402,"Stanly, NC",North Carolina,37167,37167,37167-2008,71.665,2008
11403,"Stokes, NC",North Carolina,37169,37169,37169-2008,73.64,2008
11404,"Surry, NC",North Carolina,37171,37171,37171-2008,69.86,2008
11405,"Swain, NC",North Carolina,37173,37173,37173-2008,71.75,2008
11406,"Transylvania, NC",North Carolina,37175,37175,37175-2008,79.74,2008
11407,"Tyrrell, NC",North Carolina,37177,37177,37177-2008,68.065,2008
11408,"Union, NC",North Carolina,37179,37179,37179-2008,77.04,2008
11409,"Vance, NC",North Carolina,37181,37181,37181-2008,65.195,2008
11410,"Wake, NC",North Carolina,37183,37183,37183-2008,82.3,2008
11411,"Warren, NC",North Carolina,37185,37185,37185-2008,66.085,2008
11412,"Washington, NC",North Carolina,37187,37187,37187-2008,68.8,2008
11413,"Watauga, NC",North Carolina,37189,37189,37189-2008,79.925,2008
11414,"Wayne, NC",North Carolina,37191,37191,37191-2008,69.29,2008
11415,"Wilkes, NC",North Carolina,37193,37193,37193-2008,68.87,2008
11416,"Wilson, NC",North Carolina,37195,37195,37195-2008,68.335,2008
11417,"Yadkin, NC",North Carolina,37197,37197,37197-2008,69.94,2008
11418,"Yancey, NC",North Carolina,37199,37199,37199-2008,72.895,2008
11419,"Adams, ND",North Dakota,38001,38001,38001-2008,75.945,2008
11420,"Barnes, ND",North Dakota,38003,38003,38003-2008,77.235,2008
11421,"Benson, ND",North Dakota,38005,38005,38005-2008,69.685,2008
11422,"Billings, ND",North Dakota,38007,38007,38007-2008,77.335,2008
11423,"Bottineau, ND",North Dakota,38009,38009,38009-2008,75.53,2008
11424,"Bowman, ND",North Dakota,38011,38011,38011-2008,77.35,2008
11425,"Burke, ND",North Dakota,38013,38013,38013-2008,75.4,2008
11426,"Burleigh, ND",North Dakota,38015,38015,38015-2008,80.035,2008
11427,"Cass, ND",North Dakota,38017,38017,38017-2008,79.89,2008
11428,"Cavalier, ND",North Dakota,38019,38019,38019-2008,76.435,2008
11429,"Dickey, ND",North Dakota,38021,38021,38021-2008,75.225,2008
11430,"Divide, ND",North Dakota,38023,38023,38023-2008,76.365,2008
11431,"Dunn, ND",North Dakota,38025,38025,38025-2008,74.095,2008
11432,"Eddy, ND",North Dakota,38027,38027,38027-2008,73.305,2008
11433,"Emmons, ND",North Dakota,38029,38029,38029-2008,71.31,2008
11434,"Foster, ND",North Dakota,38031,38031,38031-2008,76.615,2008
11435,"Golden Valley, ND",North Dakota,38033,38033,38033-2008,78.735,2008
11436,"Grand Forks, ND",North Dakota,38035,38035,38035-2008,79.645,2008
11437,"Grant, ND",North Dakota,38037,38037,38037-2008,75.345,2008
11438,"Griggs, ND",North Dakota,38039,38039,38039-2008,75.8,2008
11439,"Hettinger, ND",North Dakota,38041,38041,38041-2008,75.415,2008
11440,"Kidder, ND",North Dakota,38043,38043,38043-2008,71.51,2008
11441,"LaMoure, ND",North Dakota,38045,38045,38045-2008,75.855,2008
11442,"Logan, ND",North Dakota,38047,38047,38047-2008,66.055,2008
11443,"McHenry, ND",North Dakota,38049,38049,38049-2008,74.035,2008
11444,"McIntosh, ND",North Dakota,38051,38051,38051-2008,67.205,2008
11445,"McKenzie, ND",North Dakota,38053,38053,38053-2008,74.8,2008
11446,"McLean, ND",North Dakota,38055,38055,38055-2008,74.245,2008
11447,"Mercer, ND",North Dakota,38057,38057,38057-2008,74.595,2008
11448,"Morton, ND",North Dakota,38059,38059,38059-2008,75.575,2008
11449,"Mountrail, ND",North Dakota,38061,38061,38061-2008,73.8,2008
11450,"Nelson, ND",North Dakota,38063,38063,38063-2008,77.045,2008
11451,"Oliver, ND",North Dakota,38065,38065,38065-2008,75.065,2008
11452,"Pembina, ND",North Dakota,38067,38067,38067-2008,75.45,2008
11453,"Pierce, ND",North Dakota,38069,38069,38069-2008,73.74,2008
11454,"Ramsey, ND",North Dakota,38071,38071,38071-2008,76.15,2008
11455,"Ransom, ND",North Dakota,38073,38073,38073-2008,75.59,2008
11456,"Renville, ND",North Dakota,38075,38075,38075-2008,75.27,2008
11457,"Richland, ND",North Dakota,38077,38077,38077-2008,74.3,2008
11458,"Rolette, ND",North Dakota,38079,38079,38079-2008,69.515,2008
11459,"Sargent, ND",North Dakota,38081,38081,38081-2008,75.43,2008
11460,"Sheridan, ND",North Dakota,38083,38083,38083-2008,72.205,2008
11461,"Sioux, ND",North Dakota,38085,38085,38085-2008,68.165,2008
11462,"Slope, ND",North Dakota,38087,38087,38087-2008,78.66,2008
11463,"Stark, ND",North Dakota,38089,38089,38089-2008,76.31,2008
11464,"Steele, ND",North Dakota,38091,38091,38091-2008,77.12,2008
11465,"Stutsman, ND",North Dakota,38093,38093,38093-2008,75.955,2008
11466,"Towner, ND",North Dakota,38095,38095,38095-2008,76.81,2008
11467,"Traill, ND",North Dakota,38097,38097,38097-2008,76.175,2008
11468,"Walsh, ND",North Dakota,38099,38099,38099-2008,73.58,2008
11469,"Ward, ND",North Dakota,38101,38101,38101-2008,75.51,2008
11470,"Wells, ND",North Dakota,38103,38103,38103-2008,73.805,2008
11471,"Williams, ND",North Dakota,38105,38105,38105-2008,73.81,2008
11472,"Adams, OH",Ohio,39001,39001,39001-2008,65.08,2008
11473,"Allen, OH",Ohio,39003,39003,39003-2008,73.175,2008
11474,"Ashland, OH",Ohio,39005,39005,39005-2008,73.215,2008
11475,"Ashtabula, OH",Ohio,39007,39007,39007-2008,72.36,2008
11476,"Athens, OH",Ohio,39009,39009,39009-2008,74.125,2008
11477,"Auglaize, OH",Ohio,39011,39011,39011-2008,75.595,2008
11478,"Belmont, OH",Ohio,39013,39013,39013-2008,72.835,2008
11479,"Brown, OH",Ohio,39015,39015,39015-2008,68.87,2008
11480,"Butler, OH",Ohio,39017,39017,39017-2008,74.385,2008
11481,"Carroll, OH",Ohio,39019,39019,39019-2008,71.465,2008
11482,"Champaign, OH",Ohio,39021,39021,39021-2008,73.745,2008
11483,"Clark, OH",Ohio,39023,39023,39023-2008,72.885,2008
11484,"Clermont, OH",Ohio,39025,39025,39025-2008,75.965,2008
11485,"Clinton, OH",Ohio,39027,39027,39027-2008,73.22,2008
11486,"Columbiana, OH",Ohio,39029,39029,39029-2008,72.325,2008
11487,"Coshocton, OH",Ohio,39031,39031,39031-2008,72.32,2008
11488,"Crawford, OH",Ohio,39033,39033,39033-2008,70.67,2008
11489,"Cuyahoga, OH",Ohio,39035,39035,39035-2008,75.495,2008
11490,"Darke, OH",Ohio,39037,39037,39037-2008,72.305,2008
11491,"Defiance, OH",Ohio,39039,39039,39039-2008,74.34,2008
11492,"Delaware, OH",Ohio,39041,39041,39041-2008,80.795,2008
11493,"Erie, OH",Ohio,39043,39043,39043-2008,73.225,2008
11494,"Fairfield, OH",Ohio,39045,39045,39045-2008,74.52,2008
11495,"Fayette, OH",Ohio,39047,39047,39047-2008,69.56,2008
11496,"Franklin, OH",Ohio,39049,39049,39049-2008,74.26,2008
11497,"Fulton, OH",Ohio,39051,39051,39051-2008,75.545,2008
11498,"Gallia, OH",Ohio,39053,39053,39053-2008,64.875,2008
11499,"Geauga, OH",Ohio,39055,39055,39055-2008,78.61,2008
11500,"Greene, OH",Ohio,39057,39057,39057-2008,77.685,2008
11501,"Guernsey, OH",Ohio,39059,39059,39059-2008,71.3,2008
11502,"Hamilton, OH",Ohio,39061,39061,39061-2008,76.425,2008
11503,"Hancock, OH",Ohio,39063,39063,39063-2008,75.92,2008
11504,"Hardin, OH",Ohio,39065,39065,39065-2008,71.42,2008
11505,"Harrison, OH",Ohio,39067,39067,39067-2008,70.435,2008
11506,"Henry, OH",Ohio,39069,39069,39069-2008,73.365,2008
11507,"Highland, OH",Ohio,39071,39071,39071-2008,67.42,2008
11508,"Hocking, OH",Ohio,39073,39073,39073-2008,71.16,2008
11509,"Holmes, OH",Ohio,39075,39075,39075-2008,58.32,2008
11510,"Huron, OH",Ohio,39077,39077,39077-2008,71.105,2008
11511,"Jackson, OH",Ohio,39079,39079,39079-2008,64.23,2008
11512,"Jefferson, OH",Ohio,39081,39081,39081-2008,71.88,2008
11513,"Knox, OH",Ohio,39083,39083,39083-2008,74.74,2008
11514,"Lake, OH",Ohio,39085,39085,39085-2008,76.895,2008
11515,"Lawrence, OH",Ohio,39087,39087,39087-2008,66.45,2008
11516,"Licking, OH",Ohio,39089,39089,39089-2008,75.4,2008
11517,"Logan, OH",Ohio,39091,39091,39091-2008,71.87,2008
11518,"Lorain, OH",Ohio,39093,39093,39093-2008,74.64,2008
11519,"Lucas, OH",Ohio,39095,39095,39095-2008,73.35,2008
11520,"Madison, OH",Ohio,39097,39097,39097-2008,70.185,2008
11521,"Mahoning, OH",Ohio,39099,39099,39099-2008,74.465,2008
11522,"Marion, OH",Ohio,39101,39101,39101-2008,69.045,2008
11523,"Medina, OH",Ohio,39103,39103,39103-2008,79.155,2008
11524,"Meigs, OH",Ohio,39105,39105,39105-2008,68.51,2008
11525,"Mercer, OH",Ohio,39107,39107,39107-2008,74.73,2008
11526,"Miami, OH",Ohio,39109,39109,39109-2008,74.935,2008
11527,"Monroe, OH",Ohio,39111,39111,39111-2008,71.94,2008
11528,"Montgomery, OH",Ohio,39113,39113,39113-2008,75.07,2008
11529,"Morgan, OH",Ohio,39115,39115,39115-2008,70.625,2008
11530,"Morrow, OH",Ohio,39117,39117,39117-2008,70.83,2008
11531,"Muskingum, OH",Ohio,39119,39119,39119-2008,72.24,2008
11532,"Noble, OH",Ohio,39121,39121,39121-2008,69.705,2008
11533,"Ottawa, OH",Ohio,39123,39123,39123-2008,74.62,2008
11534,"Paulding, OH",Ohio,39125,39125,39125-2008,72.38,2008
11535,"Perry, OH",Ohio,39127,39127,39127-2008,70.125,2008
11536,"Pickaway, OH",Ohio,39129,39129,39129-2008,69.2,2008
11537,"Pike, OH",Ohio,39131,39131,39131-2008,63.9,2008
11538,"Portage, OH",Ohio,39133,39133,39133-2008,75.865,2008
11539,"Preble, OH",Ohio,39135,39135,39135-2008,73.17,2008
11540,"Putnam, OH",Ohio,39137,39137,39137-2008,75.11,2008
11541,"Richland, OH",Ohio,39139,39139,39139-2008,71.155,2008
11542,"Ross, OH",Ohio,39141,39141,39141-2008,69.32,2008
11543,"Sandusky, OH",Ohio,39143,39143,39143-2008,73.055,2008
11544,"Scioto, OH",Ohio,39145,39145,39145-2008,67.95,2008
11545,"Seneca, OH",Ohio,39147,39147,39147-2008,72.455,2008
11546,"Shelby, OH",Ohio,39149,39149,39149-2008,72.33,2008
11547,"Stark, OH",Ohio,39151,39151,39151-2008,74.95,2008
11548,"Summit, OH",Ohio,39153,39153,39153-2008,76.81,2008
11549,"Trumbull, OH",Ohio,39155,39155,39155-2008,72.895,2008
11550,"Tuscarawas, OH",Ohio,39157,39157,39157-2008,73.185,2008
11551,"Union, OH",Ohio,39159,39159,39159-2008,75.195,2008
11552,"Van Wert, OH",Ohio,39161,39161,39161-2008,76.29,2008
11553,"Vinton, OH",Ohio,39163,39163,39163-2008,64.705,2008
11554,"Warren, OH",Ohio,39165,39165,39165-2008,78.21,2008
11555,"Washington, OH",Ohio,39167,39167,39167-2008,76.405,2008
11556,"Wayne, OH",Ohio,39169,39169,39169-2008,75.52,2008
11557,"Williams, OH",Ohio,39171,39171,39171-2008,76.35,2008
11558,"Wood, OH",Ohio,39173,39173,39173-2008,76.23,2008
11559,"Wyandot, OH",Ohio,39175,39175,39175-2008,71.665,2008
11560,"Adair, OK",Oklahoma,40001,40001,40001-2008,66.865,2008
11561,"Alfalfa, OK",Oklahoma,40003,40003,40003-2008,71.31,2008
11562,"Atoka, OK",Oklahoma,40005,40005,40005-2008,68.495,2008
11563,"Beaver, OK",Oklahoma,40007,40007,40007-2008,73.82,2008
11564,"Beckham, OK",Oklahoma,40009,40009,40009-2008,71.08,2008
11565,"Blaine, OK",Oklahoma,40011,40011,40011-2008,71.31,2008
11566,"Bryan, OK",Oklahoma,40013,40013,40013-2008,71.815,2008
11567,"Caddo, OK",Oklahoma,40015,40015,40015-2008,67.98,2008
11568,"Canadian, OK",Oklahoma,40017,40017,40017-2008,72.305,2008
11569,"Carter, OK",Oklahoma,40019,40019,40019-2008,69.875,2008
11570,"Cherokee, OK",Oklahoma,40021,40021,40021-2008,68.265,2008
11571,"Choctaw, OK",Oklahoma,40023,40023,40023-2008,65.925,2008
11572,"Cimarron, OK",Oklahoma,40025,40025,40025-2008,71.935,2008
11573,"Cleveland, OK",Oklahoma,40027,40027,40027-2008,75.105,2008
11574,"Coal, OK",Oklahoma,40029,40029,40029-2008,67.22,2008
11575,"Comanche, OK",Oklahoma,40031,40031,40031-2008,71.685,2008
11576,"Cotton, OK",Oklahoma,40033,40033,40033-2008,70.05,2008
11577,"Craig, OK",Oklahoma,40035,40035,40035-2008,67.08,2008
11578,"Creek, OK",Oklahoma,40037,40037,40037-2008,68.735,2008
11579,"Custer, OK",Oklahoma,40039,40039,40039-2008,73.37,2008
11580,"Delaware, OK",Oklahoma,40041,40041,40041-2008,67.17,2008
11581,"Dewey, OK",Oklahoma,40043,40043,40043-2008,73.89,2008
11582,"Ellis, OK",Oklahoma,40045,40045,40045-2008,75.985,2008
11583,"Garfield, OK",Oklahoma,40047,40047,40047-2008,72.535,2008
11584,"Garvin, OK",Oklahoma,40049,40049,40049-2008,68.325,2008
11585,"Grady, OK",Oklahoma,40051,40051,40051-2008,71.55,2008
11586,"Grant, OK",Oklahoma,40053,40053,40053-2008,74.425,2008
11587,"Greer, OK",Oklahoma,40055,40055,40055-2008,68.375,2008
11588,"Harmon, OK",Oklahoma,40057,40057,40057-2008,65.9,2008
11589,"Harper, OK",Oklahoma,40059,40059,40059-2008,74.255,2008
11590,"Haskell, OK",Oklahoma,40061,40061,40061-2008,64.45,2008
11591,"Hughes, OK",Oklahoma,40063,40063,40063-2008,66.51,2008
11592,"Jackson, OK",Oklahoma,40065,40065,40065-2008,72.875,2008
11593,"Jefferson, OK",Oklahoma,40067,40067,40067-2008,66.82,2008
11594,"Johnston, OK",Oklahoma,40069,40069,40069-2008,69.135,2008
11595,"Kay, OK",Oklahoma,40071,40071,40071-2008,71.27,2008
11596,"Kingfisher, OK",Oklahoma,40073,40073,40073-2008,70.975,2008
11597,"Kiowa, OK",Oklahoma,40075,40075,40075-2008,71.765,2008
11598,"Latimer, OK",Oklahoma,40077,40077,40077-2008,69.265,2008
11599,"Le Flore, OK",Oklahoma,40079,40079,40079-2008,66.145,2008
11600,"Lincoln, OK",Oklahoma,40081,40081,40081-2008,66.5,2008
11601,"Logan, OK",Oklahoma,40083,40083,40083-2008,71.115,2008
11602,"Love, OK",Oklahoma,40085,40085,40085-2008,69.615,2008
11603,"McClain, OK",Oklahoma,40087,40087,40087-2008,72.035,2008
11604,"McCurtain, OK",Oklahoma,40089,40089,40089-2008,65.19,2008
11605,"McIntosh, OK",Oklahoma,40091,40091,40091-2008,66.46,2008
11606,"Major, OK",Oklahoma,40093,40093,40093-2008,74.03,2008
11607,"Marshall, OK",Oklahoma,40095,40095,40095-2008,68.735,2008
11608,"Mayes, OK",Oklahoma,40097,40097,40097-2008,66.53,2008
11609,"Murray, OK",Oklahoma,40099,40099,40099-2008,68.27,2008
11610,"Muskogee, OK",Oklahoma,40101,40101,40101-2008,66.815,2008
11611,"Noble, OK",Oklahoma,40103,40103,40103-2008,72.19,2008
11612,"Nowata, OK",Oklahoma,40105,40105,40105-2008,68.465,2008
11613,"Okfuskee, OK",Oklahoma,40107,40107,40107-2008,66,2008
11614,"Oklahoma, OK",Oklahoma,40109,40109,40109-2008,70.74,2008
11615,"Okmulgee, OK",Oklahoma,40111,40111,40111-2008,67.415,2008
11616,"Osage, OK",Oklahoma,40113,40113,40113-2008,69.65,2008
