FIPS,State,County,2007,2009,2011
13257,GA,Stephens,0.713889109,0.583657588,0.500770416
13259,GA,Stewart,0.217912399,0.438788943,0.169204738
13261,GA,Sumter,0.552825553,0.52985912,0.461382301
13263,GA,Talbot,0,0.157356412,0.148126204
13265,GA,Taliaferro,0,0.55187638,0
13267,GA,Tattnall,0.435236769,0.285795942,0.233572096
13269,GA,Taylor,0.577700751,0.582275533,0.470643605
13271,GA,Telfair,0.751992781,0.625390869,0.498225073
13273,GA,Terrell,0.487424449,0.387596899,0.536538255
13275,GA,Thomas,0.684311605,0.757772582,0.648740549
13277,GA,Tift,0.877775669,0.977676389,0.892404911
13279,GA,Toombs,1.008391256,0.965699775,0.947729095
13281,GA,Towns,0.737395152,0.544959128,0.565450947
13283,GA,Treutlen,0.289645185,0.425049589,0.146520147
13285,GA,Troup,0.757121676,0.85069525,0.752612006
13287,GA,Turner,0.426439232,0.648368273,0.901408451
13289,GA,Twiggs,0.19573302,0.098902186,0
13291,GA,Union,0.622188188,0.658761528,0.567805432
13293,GA,Upson,0.762333466,0.653333817,0.593097824
13295,GA,Walker,0.356268782,0.384716003,0.334069254
13297,GA,Walton,0.576638916,0.515398976,0.496571293
13299,GA,Ware,1.001920347,0.779640252,0.740253331
13301,GA,Warren,0.170502984,0.173761946,0.349589233
13303,GA,Washington,0.6234115,0.526845155,0.473686704
13305,GA,Wayne,0.862187888,0.884143231,0.659478353
13307,GA,Webster,0,0,0
13309,GA,Wheeler,0.147427392,0.142653352,0.125960448
13311,GA,White,0.723676275,0.632561082,0.6599934
13313,GA,Whitfield,0.873720431,0.875152084,0.775314002
13315,GA,Wilcox,0.230733733,0.112422709,0.215100022
13317,GA,Wilkes,0.585880285,0.584339696,0.489668005
13319,GA,Wilkinson,0.398763832,0.198491465,0.211774672
13321,GA,Worth,0.422237861,0.329970774,0.319328498
15001,HI,Hawaii,0.814134765,0.820985745,0.808619563
15003,HI,Honolulu,1.043735639,1.013691446,0.944368399
15005,HI,Kalawao,0,0,0
15007,HI,Kauai,1.160166555,1.131274311,1.033958139
15009,HI,Maui,1.021630381,0.930027487,0.791452315
16001,ID,Ada,0.765168458,0.777317915,0.790835292
16003,ID,Adams,0.845546787,0.568181818,0.251445813
16005,ID,Bannock,0.773028777,0.702698118,0.752769115
16007,ID,Bear Lake,0.512295082,0.692760651,0.666555574
16009,ID,Benewah,0.538618981,0.64808814,0.868715387
16011,ID,Bingham,0.552244644,0.447747828,0.348189415
16013,ID,Blaine,0.9220414,0.85094948,0.896268692
16015,ID,Boise,0.131492439,0.134318334,0
16017,ID,Bonner,0.58293459,0.531362462,0.563614977
16019,ID,Bonneville,0.642860105,0.621737114,0.614529365
16021,ID,Boundary,0.276344878,0.456579308,0.55534987
16023,ID,Butte,0.71942446,1.085383502,1.063075833
16025,ID,Camas,2.762430939,2.705139766,1.779359431
16027,ID,Canyon,0.480997791,0.492993596,0.516448089
16029,ID,Caribou,0.291587695,0.433902227,0.437956204
16031,ID,Cassia,0.7633952,0.92174394,0.905718968
16033,ID,Clark,0,0,0
16035,ID,Clearwater,0.486144871,0.497326868,0.229832222
16037,ID,Custer,0.486854917,1.179245283,1.153934918
16039,ID,Elmore,0.448337702,0.451075642,0.493433538
16041,ID,Franklin,0.492529962,0.473335437,0.46692607
16043,ID,Fremont,0.396951413,0.472775983,0.380865326
16045,ID,Gem,0.607090821,0.790898582,0.720072007
16047,ID,Gooding,0.488553881,0.415800416,0.323101777
16049,ID,Idaho,0.327482316,0.323394347,0.243220236
16051,ID,Jefferson,0.351401212,0.44351262,0.342192312
16053,ID,Jerome,0.499725151,0.470322641,0.308614761
16055,ID,Kootenai,0.754170338,0.746108042,0.765241051
16057,ID,Latah,0.643517898,0.657099301,0.689582007
16059,ID,Lemhi,0.385554556,0.632271118,0.627588804
16061,ID,Lewis,0.552486188,0.535475234,0.523286238
16063,ID,Lincoln,0.439753738,0.215285253,0.192826841
16065,ID,Madison,0.726587729,0.728407908,0.581026833
16067,ID,Minidoka,0.428380187,0.260064496,0.34730836
16069,ID,Nez Perce,0.644861742,0.688582286,0.682801001
16071,ID,Oneida,0.484027106,0.473821369,0.948991696
16073,ID,Owyhee,0.45674614,0.801924619,0.699422976
16075,ID,Payette,0.395604396,0.432919174,0.309405941
16077,ID,Power,0.260552371,0.129299198,0.128766418
16079,ID,Shoshone,0.546960463,0.552922591,0.55239899
16081,ID,Teton,0.712758375,0.749705473,0.590202636
16083,ID,Twin Falls,0.726963487,0.730450489,0.717902699
16085,ID,Valley,1.681237391,0.802200321,1.245071592
16087,ID,Washington,0.501303389,0.296471983,0.390053632
17001,IL,Adams,0.433871933,0.432487249,0.461591149
17003,IL,Alexander,0.365586156,0.126358352,0
17005,IL,Bond,0.327653997,0.331436778,0.39487787
17007,IL,Boone,0.470260713,0.481303221,0.47823128
17009,IL,Brown,0.918836141,0.30344409,0.290782204
17011,IL,Bureau,0.401733192,0.374650566,0.260070508
17013,IL,Calhoun,0.19619384,0.199242877,0.198098257
17015,IL,Carroll,0.504381817,0.698457045,0.725450109
17017,IL,Cass,0.440884709,0.516262261,0.515501878
17019,IL,Champaign,0.855033035,0.792146,0.783399856
17021,IL,Christian,0.694323902,0.496306893,0.487595009
17023,IL,Clark,0.594141762,0.660383022,0.68065095
17025,IL,Clay,0.583728566,0.517063082,0.582750583
17027,IL,Clinton,0.607466313,0.577430708,0.55327221
17029,IL,Coles,0.899177348,0.787477192,0.778989539
17031,IL,Cook,0.764931637,0.748056047,0.787030293
17033,IL,Crawford,0.461491129,0.463129728,0.453240671
17035,IL,Cumberland,0.370541918,0.37327361,0.2703677
17037,IL,DeKalb,0.740593044,0.708076733,0.706491126
17039,IL,De Witt,0.612482391,0.498939753,0.542888165
17041,IL,Douglas,0.616459468,0.730345871,0.756200847
17043,IL,DuPage,0.857036366,0.857871128,0.907690675
17045,IL,Edgar,0.531603849,0.541389205,0.543685098
17047,IL,Edwards,0.91954023,0.931098696,1.057721366
17049,IL,Effingham,0.992816679,0.900534511,1.021003501
17051,IL,Fayette,0.6679708,0.477668975,0.40663263
17053,IL,Ford,0.640295959,0.862626698,0.715512307
17055,IL,Franklin,0.739475228,0.585063085,0.580412345
17057,IL,Fulton,0.515869784,0.491105533,0.514041448
17059,IL,Gallatin,0.168350168,0.175284838,0
17061,IL,Greene,0.365497076,0.368541313,0.362371358
17063,IL,Grundy,0.552087315,0.640218087,0.65828845
17065,IL,Hamilton,0.613647521,0.617588933,0.712166172
17067,IL,Hancock,0.479718565,0.435753581,0.42036677
17069,IL,Hardin,0,0.229463056,0
17071,IL,Henderson,0.397298371,0.135980419,0.138966092
17073,IL,Henry,0.464449425,0.466398994,0.496741377
17075,IL,Iroquois,0.766206943,0.707308858,0.780322307
17077,IL,Jackson,0.824515597,0.688432611,0.59637207
17079,IL,Jasper,0.415843643,0.524658972,0.514562108
17081,IL,Jefferson,0.54868316,0.625876227,0.594115672
17083,IL,Jersey,0.714955986,0.57652224,0.480013964
17085,IL,Jo Daviess,0.586404439,0.545702592,0.528355055
17087,IL,Johnson,0.36528346,0.218499636,0.474158369
17089,IL,Kane,0.67418089,0.638806623,0.616986148
17091,IL,Kankakee,0.662340568,0.688954644,0.65964221
17093,IL,Kendall,0.576653761,0.505623873,0.514442987
17095,IL,Knox,0.712470153,0.716387856,0.680310675
17097,IL,Lake,0.767282723,0.750806591,0.750472231
17099,IL,LaSalle,0.648900425,0.666678519,0.590214768
17101,IL,Lawrence,0.240992891,0.3047294,0.358315915
17103,IL,Lee,0.597439545,0.601391792,0.507514027
17105,IL,Livingston,0.526551352,0.582364931,0.540054005
17107,IL,Logan,0.669344043,0.570929608,0.530856005
17109,IL,McDonough,0.906892382,0.915471468,0.859370204
17111,IL,McHenry,0.667310674,0.57016273,0.640892848
17113,IL,McLean,0.664703048,0.590343413,0.650812636
17115,IL,Macon,0.699030555,0.637684374,0.550889551
17117,IL,Macoupin,0.435377535,0.418637753,0.461341665
17119,IL,Madison,0.733793826,0.685398406,0.677943373
17121,IL,Marion,0.808407437,0.717801477,0.660988941
17123,IL,Marshall,0.465296627,0.393638797,0.39894678
17125,IL,Mason,0.531632111,0.676361177,0.690369348
17127,IL,Massac,0.397009197,0.46760187,0.453309157
17129,IL,Menard,0.319539863,0.24065458,0.157443124
17131,IL,Mercer,0.304339887,0.307200786,0.366680926
17133,IL,Monroe,0.616503807,0.601757131,0.510418543
17135,IL,Montgomery,0.671388768,0.745762712,0.636558563
17137,IL,Morgan,0.84841629,0.716393959,0.647103508
17139,IL,Moultrie,0.348529207,0.347415231,0.202374528
17141,IL,Ogle,0.490703887,0.469856874,0.545985127
17143,IL,Peoria,0.759197763,0.667326818,0.620872004
17145,IL,Perry,0.354264458,0.312165537,0.224577794
17147,IL,Piatt,0.54691298,0.422960725,0.299850075
17149,IL,Pike,0.422297297,0.491611872,0.426881327
17151,IL,Pope,0.243427459,0,0
17153,IL,Pulaski,0.155183116,0.160823416,0.330797221
17155,IL,Putnam,0,0,0
17157,IL,Randolph,0.639736794,0.520100349,0.539552172
17159,IL,Richland,0.704721635,0.901887522,0.862600123
17161,IL,Rock Island,0.781935256,0.776429243,0.738702594
17163,IL,St. Clair,0.650747594,0.625908041,0.625326076
17165,IL,Saline,0.845893571,0.815914212,0.680517193
17167,IL,Sangamon,0.897624391,0.791963866,0.799621814
17169,IL,Schuyler,0.432089875,0.59435364,0.401123145
17171,IL,Scott,0.383215175,0.577700751,0.379434642
17173,IL,Shelby,0.459706707,0.275191487,0.270124257
17175,IL,Stark,0.164257556,0,0
17177,IL,Stephenson,0.428054705,0.558695232,0.609717638
17179,IL,Tazewell,0.801698073,0.694517839,0.633933113
17181,IL,Union,0.44142802,0.444321022,0.621188164
17183,IL,Vermilion,0.568532938,0.4995816,0.539817689
17185,IL,Wabash,0.656760529,0.583479203,0.760520534
17187,IL,Warren,0.568472514,0.574415532,0.392861152
17189,IL,Washington,0.543293718,0.549450549,0.481662423
17191,IL,Wayne,0.54236471,0.368233706,0.420395171
17193,IL,White,0.545181954,0.409249028,0.613789811
17195,IL,Whiteside,0.525673201,0.508810909,0.530931013
17197,IL,Will,0.659688693,0.639181847,0.647059255
17199,IL,Williamson,0.684846221,0.629133484,0.630422383
17201,IL,Winnebago,0.628353881,0.674002843,0.663281099
17203,IL,Woodford,0.447698304,0.360249087,0.437456576
18001,IN,Adams,0.443170739,0.350303596,0.465522258
18003,IN,Allen,0.652692931,0.610362601,0.611173593
18005,IN,Bartholomew,0.816862178,0.775672798,0.770514961
18007,IN,Benton,0.459928711,0.464414258,0.33886818
18009,IN,Blackford,0.377500944,0.383112405,0.397014451
18011,IN,Boone,0.592493844,0.497450566,0.643690959
18013,IN,Brown,0.271812993,0.206213913,0.198688655
18015,IN,Carroll,0.555134999,0.55690563,0.648994059
18017,IN,Cass,0.792514572,0.742352489,0.746883692
18019,IN,Clark,0.806688874,0.653570705,0.71703863
18021,IN,Clay,0.638689559,0.603022651,0.669294266
18023,IN,Clinton,0.706131576,0.64014898,0.724987917
18025,IN,Crawford,0.092140422,0.284629981,0.093826234
18027,IN,Daviess,0.763612218,0.718484651,0.625429983
18029,IN,Dearborn,0.482955689,0.376222724,0.41905294
18031,IN,Decatur,0.758846553,0.717731967,0.809435708
18033,IN,DeKalb,0.645408041,0.570613409,0.471009373
18035,IN,Delaware,0.676537171,0.642405723,0.645928948
18037,IN,Dubois,0.80003879,0.772592289,0.805706296
18039,IN,Elkhart,0.730868877,0.603485252,0.61827376
18041,IN,Fayette,0.947398773,0.954317248,0.905908997
18043,IN,Floyd,0.82393815,0.779297557,0.800117351
18045,IN,Fountain,0.643613598,0.593401377,0.639051879
18047,IN,Franklin,0.605457769,0.648004147,0.607612517
18049,IN,Fulton,0.544096552,0.641500123,0.670755079
18051,IN,Gibson,0.793093982,0.732824427,0.805849873
18053,IN,Grant,0.842239777,0.755857899,0.702076139
18055,IN,Greene,0.5512848,0.616086006,0.638394893
18057,IN,Hamilton,0.687258982,0.630176127,0.661221315
18059,IN,Hancock,0.588883688,0.570726139,0.524606899
18061,IN,Harrison,0.596044432,0.50583036,0.533862111
18063,IN,Hendricks,0.778995319,0.718319275,0.75686415
18065,IN,Henry,0.597218667,0.501808602,0.527768756
18067,IN,Howard,0.85965017,0.892695579,0.857487923
18069,IN,Huntington,0.81757523,0.661778331,0.591223025
18071,IN,Jackson,0.759734093,0.802606109,0.768049155
18073,IN,Jasper,0.587144623,0.609458801,0.718218817
18075,IN,Jay,0.422039859,0.378841692,0.422336931
18077,IN,Jefferson,0.678384212,0.605877007,0.651182982
18079,IN,Jennings,0.426575664,0.427914275,0.390126259
18081,IN,Johnson,0.826887755,0.82684928,0.903597447
18083,IN,Knox,0.739684049,0.580367742,0.701298701
18085,IN,Kosciusko,0.590086546,0.549026785,0.607737664
18087,IN,LaGrange,0.297852752,0.188151812,0.214006741
18089,IN,Lake,0.816148755,0.742597797,0.742597234
18091,IN,LaPorte,0.72485435,0.711307996,0.700342988
18093,IN,Lawrence,0.609318216,0.676235766,0.541184111
18095,IN,Madison,0.603444983,0.540264958,0.541014211
18097,IN,Marion,0.8916066,0.834007761,0.851534518
18099,IN,Marshall,0.880962613,0.831503315,0.87141339
18101,IN,Martin,0.891442155,0.804343455,1.064653504
18103,IN,Miami,0.545762157,0.527763118,0.573598099
18105,IN,Monroe,0.836571464,0.718995242,0.686700191
18107,IN,Montgomery,0.739957717,0.633880936,0.624333394
18109,IN,Morgan,0.49960032,0.4373836,0.475066221
18111,IN,Newton,0.642444143,0.65521258,0.564931855
18113,IN,Noble,0.566097075,0.603814442,0.588816689
18115,IN,Ohio,0.171438368,0,0.329760923
18117,IN,Orange,0.611963894,0.613528299,0.500776203
18119,IN,Owen,0.3126675,0.267893021,0.372110331
18121,IN,Parke,0.525516758,0.177556818,0.174044207
18123,IN,Perry,0.739176346,0.744205826,0.620026868
18125,IN,Pike,0.318192666,0.326290888,0.549968573
18127,IN,Porter,0.604327483,0.605141872,0.628258335
18129,IN,Posey,0.45717769,0.3461006,0.272161742
18131,IN,Pulaski,0.652410294,0.661084178,0.748334955
18133,IN,Putnam,0.726861573,0.651518853,0.580214679
18135,IN,Randolph,0.193693345,0.194582814,0.268147864
18137,IN,Ripley,0.40266491,0.474089202,0.452032407
18139,IN,Rush,0.570613409,0.640465793,0.520622433
18141,IN,St. Joseph,0.672123761,0.650192629,0.648668916
18143,IN,Scott,0.757862827,0.719607179,0.75040647
18145,IN,Shelby,0.477750478,0.404467115,0.518754088
18147,IN,Spencer,0.346328914,0.199610759,0.333953533
18149,IN,Starke,0.429534814,0.382490438,0.387947756
18151,IN,Steuben,0.686649152,0.774293457,0.705301516
18153,IN,Sullivan,0.469197204,0.425471564,0.608728226
18155,IN,Switzerland,0.416579879,0.310077519,0.378465323
18157,IN,Tippecanoe,0.792057323,0.732299779,0.686797463
18159,IN,Tipton,0.622858922,0.566322678,0.50671396
18161,IN,Union,0.563063063,0.710227273,0.798615733
18163,IN,Vanderburgh,0.960993942,0.837921954,0.854108316
18165,IN,Vermillion,0.734528983,0.680187979,0.554494486
18167,IN,Vigo,0.813484932,0.811573414,0.831931375
18169,IN,Wabash,0.668104103,0.645002764,0.736015702
18171,IN,Warren,0.11698643,0.117771758,0
18173,IN,Warrick,0.454791933,0.393021309,0.364993779
18175,IN,Washington,0.466551823,0.396696599,0.390805414
18177,IN,Wayne,0.660792952,0.695760303,0.713838265
18179,IN,Wells,0.540131792,0.652978307,0.612966034
18181,IN,White,0.546379187,0.682244585,0.809913339
18183,IN,Whitley,0.706258061,0.578192995,0.53905127
19001,IA,Adair,0.52742616,0.544217687,0.398565165
19003,IA,Adams,0.731885826,0.763358779,0.749250749
19005,IA,Allamakee,0.138686638,0.208232109,0.350287236
19007,IA,Appanoose,0.618907628,0.630020476,0.781433148
19009,IA,Audubon,0,0,0
19011,IA,Benton,0.301306919,0.187027755,0.191629618
19013,IA,Black Hawk,0.639118805,0.603360252,0.608138412
19015,IA,Boone,0.380271514,0.268487266,0.304703866
19017,IA,Bremer,0.507764566,0.42625746,0.411844652
19019,IA,Buchanan,0.286054827,0.334768054,0.382354347
19021,IA,Buena Vista,0.514006682,0.510178052,0.490051946
19023,IA,Butler,0.136742787,0.069730144,0.066938885
19025,IA,Calhoun,0.602954477,0.62041154,0.623311864
19027,IA,Carroll,0.673465461,0.870658798,0.766981449
19029,IA,Cass,0.576784427,0.65416485,0.651371499
19031,IA,Cedar,0.445682451,0.610907475,0.434782609
19033,IA,Cerro Gordo,0.910850507,0.871379761,0.910373708
19035,IA,Cherokee,0.684697022,0.701200806,0.579998343
19037,IA,Chickasaw,0.328569082,0.249646334,0.240983212
19039,IA,Clarke,0.665409782,0.660356593,0.641299701
19041,IA,Clay,1.142582236,1.143407354,1.265822785
19043,IA,Clayton,0.508877078,0.572639295,0.555123793
19045,IA,Clinton,0.509330943,0.531327911,0.55085178
19047,IA,Crawford,0.605950433,0.426413255,0.347282514
19049,IA,Dallas,0.611054855,0.532687651,0.518403318
19051,IA,Davis,0.233236152,0.233590283,0.341413452
19053,IA,Decatur,0.599376648,0.485967683,0.362143892
19055,IA,Delaware,0.342739632,0.406858471,0.339789331
19057,IA,Des Moines,0.812127775,0.77938526,0.746844582
19059,IA,Dickinson,1.145544435,0.962521807,0.828451388
19061,IA,Dubuque,0.791293602,0.795083376,0.697320598
19063,IA,Emmet,0.580214679,0.488233571,0.494853523
19065,IA,Fayette,0.539771333,0.396746677,0.333762456
19067,IA,Floyd,0.554733728,0.50282841,0.435594275
19069,IA,Franklin,0.2824061,0.284629981,0.279589935
19071,IA,Fremont,0.528471396,0.544588155,0.407221393
19073,IA,Greene,0.526482047,0.432385688,0.323101777
19075,IA,Grundy,0.165494415,0.082122033,0.160526527
19077,IA,Guthrie,0.633426839,0.646173728,0.733877626
19079,IA,Hamilton,0.514866778,0.19687623,0.321791736
19081,IA,Hancock,0.265251989,0.362122035,0.354390006
19083,IA,Hardin,0.228506141,0.116658889,0.172156548
19085,IA,Harrison,0.58380903,0.587160752,0.674399784
19087,IA,Henry,0.645673984,0.551959456,0.492999408
19089,IA,Howard,0.211304807,0.212539851,0.209095661
19091,IA,Humboldt,0.727197174,0.633379077,0.714139971
19093,IA,Ida,0.716332378,0.443655723,0.423370025
19095,IA,Iowa,0.379891098,0.569223958,0.428921569
19097,IA,Jackson,0.502361097,0.405515004,0.353606789
19099,IA,Jasper,0.656329477,0.744683785,0.601964594
19101,IA,Jefferson,0.643832089,0.710961737,0.594707107
19103,IA,Johnson,0.661164925,0.587763826,0.691531743
19105,IA,Jones,0.343086801,0.343743862,0.339673913
19107,IA,Keokuk,0.279746363,0.284037114,0.289073039
19109,IA,Kossuth,0.711697723,0.5939026,0.454663549
19111,IA,Lee,0.530385507,0.507800378,0.533393223
19113,IA,Linn,0.85735302,0.755164272,0.734073641
19115,IA,Louisa,0.594833447,0.444642063,0.351833934
19117,IA,Lucas,0.317225336,0.326832988,0.339097999
19119,IA,Lyon,0.356252227,0.358037952,0.257069409
19121,IA,Madison,0.391057811,0.389382828,0.316876862
19123,IA,Mahaska,0.543183053,0.454545455,0.488237905
19125,IA,Marion,0.765602989,0.611957653,0.599970001
19127,IA,Marshall,0.690978887,0.560381059,0.512445095
19129,IA,Mills,0.132039348,0.199973337,0.133404482
19131,IA,Mitchell,0.370851103,0.371023096,0.37095428
19133,IA,Monona,0.876904527,0.675523531,0.649420933
19135,IA,Monroe,0.528471396,0.662339383,0.372393247
19137,IA,Montgomery,0.914160344,1.018895887,0.845864662
19139,IA,Muscatine,0.683060109,0.67545535,0.700689011
19141,IA,O'Brien,0.712453691,0.933371626,0.703729768
19143,IA,Osceola,0.155183116,0.315258512,0.314613812
19145,IA,Page,0.691258719,0.589777195,0.437855758
19147,IA,Palo Alto,0.8492569,0.754391637,0.743178681
19149,IA,Plymouth,0.617207752,0.619578686,0.522172237
19151,IA,Pocahontas,0.262674022,0.272257011,0.278551532
19153,IA,Polk,0.802352286,0.73817236,0.738456192
19155,IA,Pottawattamie,0.64752378,0.676095052,0.716439616
19157,IA,Poweshiek,0.696602722,0.70563969,0.531801744
19159,IA,Ringgold,0.197589409,0.404530744,0.195350654
19161,IA,Sac,0.388575869,0.298240382,0.292940143
19163,IA,Scott,0.782313554,0.756075608,0.855800592
19165,IA,Shelby,0.488241517,0.669064147,0.581443641
19167,IA,Sioux,0.718368367,0.775338047,0.737463127
19169,IA,Story,0.727426319,0.71089504,0.758395325
19171,IA,Tama,0.396151669,0.460378661,0.395591975
19173,IA,Taylor,0.46692607,0.630517024,0.158604282
19175,IA,Union,0.663845324,0.490156033,0.717417298
19177,IA,Van Buren,0.130276186,0.26045058,0.266311585
19179,IA,Wapello,0.67904029,0.849040584,0.649332317
19181,IA,Warren,0.451548812,0.419657648,0.406573654
19183,IA,Washington,0.520045386,0.329287798,0.320292839
19185,IA,Wayne,0.159159637,0.318319274,0.31700745
19187,IA,Webster,0.780274657,0.704115162,0.637280935
19189,IA,Winnebago,0.278499814,0.47160913,0.46343498
19191,IA,Winneshiek,0.384172109,0.290852683,0.332952816
19193,IA,Woodbury,0.868004182,0.89467184,0.87797169
19195,IA,Worth,0.524727797,0.397825222,0.39766702
19197,IA,Wright,0.613543983,0.550487575,0.535659627
20001,KS,Allen,0.671291117,0.530182534,0.600105018
20003,KS,Anderson,0.381776533,0.381097561,0.371747212
20005,KS,Atchison,0.547212258,0.609347389,0.655034836
20007,KS,Barber,0.636132316,0.653167864,0.818330606
20009,KS,Barton,0.505524662,0.509758229,0.502855501
20011,KS,Bourbon,1.147021119,0.806234883,0.800800801
20013,KS,Brown,0.498902415,0.705147577,0.599400599
20015,KS,Butler,0.68376612,0.67099432,0.607745719
20017,KS,Chase,0,0,0
20019,KS,Chautauqua,0.264900662,0.267022697,0
20021,KS,Cherokee,0.420364316,0.427269275,0.514379238
20023,KS,Cheyenne,0,0,0
20025,KS,Clark,0.482858522,0.480538203,0.466635558
20027,KS,Clay,0.230361668,0.344669118,0.349935845
20029,KS,Cloud,0.536883926,0.647738314,0.640683396
20031,KS,Coffey,0.593683211,0.829777146,0.937536623
20033,KS,Comanche,0,0,0
20035,KS,Cowley,0.615132253,0.505440923,0.385972651
20037,KS,Crawford,0.67107165,0.514548869,0.458949516
20039,KS,Decatur,0,0.350262697,0.343053173
20041,KS,Dickinson,0.476922262,0.578490665,0.557272405
20043,KS,Doniphan,0,0.131164743,0.125865324
20045,KS,Douglas,0.784770168,0.790493457,0.86444288
20047,KS,Edwards,0,0,0
20049,KS,Elk,0.335120643,0.666444518,0
20051,KS,Ellis,1.138115868,1.009409135,0.974184121
20053,KS,Ellsworth,0.318066158,0.32367697,0.308499152
20055,KS,Finney,0.588494924,0.522888245,0.620230294
20057,KS,Ford,0.398174523,0.385848273,0.433927332
20059,KS,Franklin,0.799604006,0.605120835,0.617022097
20061,KS,Geary,0.609363892,0.598406349,0.651133822
20063,KS,Gove,1.151631478,1.209677419,1.112347052
20065,KS,Graham,1.164596273,0.410677618,0.378644453
20067,KS,Grant,0.403117442,0.543995648,0.502260171
20069,KS,Gray,0.173400381,0.166527893,0.163585801
20071,KS,Greeley,0.769822941,0.810372771,1.589825119
20073,KS,Greenwood,0.432338954,0.300030003,0.15051174
20075,KS,Hamilton,0,0,0
20077,KS,Harper,0.87092841,0.705840833,0.667445353
20079,KS,Harvey,0.713797103,0.70079131,0.774837858
20081,KS,Haskell,0,0,0
20083,KS,Hodgeman,0.516795866,0.524658972,0.508646999
20085,KS,Jackson,0.524109015,0.447360573,0.372217673
20087,KS,Jefferson,0.163354206,0.274619652,0.369568661
20089,KS,Jewell,0.31377471,0,0
20091,KS,Johnson,0.779559568,0.707525008,0.750464293
20093,KS,Kearny,0.241662639,0.239865675,0.752445448
20095,KS,Kingman,0.514668039,0.528331792,0.50935948
20097,KS,Kiowa,0.369276219,0.430663221,0
20099,KS,Labette,0.546597431,0.275532697,0.371902747
20101,KS,Lane,0,0,0.571755289
20103,KS,Leavenworth,0.44835129,0.465258484,0.414636675
20105,KS,Lincoln,0.306184936,0,0
20107,KS,Linn,0.208485354,0.321371184,0.208073242
20109,KS,Logan,0.37993921,0,0
20111,KS,Lyon,0.811870101,0.624981399,0.799668286
20113,KS,McPherson,0.516760258,0.450356821,0.444581239
20115,KS,Marion,0.328218594,0.417292606,0.319030148
20117,KS,Marshall,0.492222879,0.592709671,0.499750125
20119,KS,Meade,0.453720508,0.226911731,0.441403664
20121,KS,Miami,0.715191314,0.613516743,0.550206327
20123,KS,Mitchell,0.792393027,0.945775536,0.794281176
20125,KS,Montgomery,0.639497704,0.642260758,0.687462404
20127,KS,Morris,0.673060744,0.667334001,0.679347826
20129,KS,Morton,0.323939099,0.329924117,0.312695435
20131,KS,Nemaha,0.197083169,0.200642055,0.197765253
20133,KS,Neosho,0.247402276,0.311604138,0.303969846
20135,KS,Ness,0.337723742,0.705467372,0.641025641
20137,KS,Norton,0.551369234,0.750469043,0.532386868
20139,KS,Osage,0.245173154,0.310481868,0.306635594
20141,KS,Osborne,0,0.259807742,0
20143,KS,Ottawa,0.335008375,0.167392032,0.163425396
20145,KS,Pawnee,0.624902359,0.644537544,0.570532021
20147,KS,Phillips,0.752587018,0.948406677,0.720072007
20149,KS,Pottawatomie,0.410867444,0.450135041,0.410583942
20151,KS,Pratt,0.85043053,0.967325881,0.93013642
20153,KS,Rawlins,0.394321767,0,0
20155,KS,Reno,0.777592637,0.820745932,0.835822744
20157,KS,Republic,0.610500611,0.623960067,0.407581007
20159,KS,Rice,0.498057575,0.694513345,0.793965859
20161,KS,Riley,0.561911074,0.672824883,0.698658849
20163,KS,Rooks,0.779119595,0.802568218,0.77190274
20165,KS,Rush,0.315556958,0.318167356,0.617665225
20167,KS,Russell,0.594883998,0.606428138,0.575043128
20169,KS,Saline,0.776268367,0.901331764,1.020700523
20171,KS,Scott,0.884368782,0.877192982,0.814663951
20173,KS,Sedgwick,0.892490659,0.814889664,0.836200497
20175,KS,Seward,0.662631974,0.608351801,0.557270233
20177,KS,Shawnee,0.857484865,0.78863011,0.793557653
20179,KS,Sheridan,0.407497963,0.410677618,0.39184953
20181,KS,Sherman,1.358234295,1.194539249,1.156260324
20183,KS,Smith,0.253421186,0.266453504,0.260824204
20185,KS,Stafford,0.227272727,0.230308614,0
20187,KS,Stanton,0.468164794,0.474608448,0.444444444
20189,KS,Stevens,0.991080278,0.779879119,0.712631391
20191,KS,Sumner,0.631392853,0.596049046,0.546517005
20193,KS,Thomas,1.218356572,1.089472967,1.128243701
20195,KS,Trego,1.359619307,1.02739726,1.023890785
20197,KS,Wabaunsee,0.146735143,0.146070698,0.284656988
20199,KS,Wallace,0,0,0
20201,KS,Washington,0.344589938,0.351926799,0
20203,KS,Wichita,0.922509225,0.474158369,0.439367311
20205,KS,Wilson,0.511352015,0.633312223,0.537634409
20207,KS,Woodson,0.303951368,0.308641975,0.303766707
20209,KS,Wyandotte,0.613108788,0.625463456,0.638335524
21001,KY,Adair,0.446777616,0.49919574,0.42812801
21003,KY,Allen,0.318201103,0.368770414,0.297914598
21005,KY,Anderson,0.609355958,0.596603947,0.462021807
21007,KY,Ballard,0.122880315,0.122534003,0.12116806
21009,KY,Barren,0.876594916,0.934198865,0.733397999
21011,KY,Bath,0.434253952,0.344293338,0.425821836
21013,KY,Bell,0.999069832,0.862902112,0.870322019
21015,KY,Boone,0.957395883,0.851774389,0.92823053
21017,KY,Bourbon,0.662859474,0.8109889,0.800080008
21019,KY,Boyd,0.988366107,1.009747151,1.091658917
21021,KY,Boyle,0.761008682,0.751802618,0.735551664
21023,KY,Bracken,0.232369002,0.231133711,0.234934806
